entity_id,billing_doc_id,accounting_doc_id,official_doc_id,fiscal_year,doc_type,doc_date,posting_date,currency,fx_rate,net_amount,tax_amount,gross_amount,tax_code,customer_id,customer_tin,customer_name
E3,INV-UAE-500004,INV-UAE-500004,INV-UAE-500004,2026,Invoice,2026-06-29,2026-07-01,AED,1.0,6385.990,319.300,6705.290,S5,148535021874295,148535021874295,Summit Traders
E3,INV-UAE-500008,INV-UAE-500008,INV-UAE-500008,2026,Invoice,2026-06-17,2026-06-17,AED,1.0,33867.570,1693.380,35560.950,S5,127526650681150,127526650681150,Summit Traders
E8,INV-UAE-500011,INV-UAE-500011,INV-UAE-500011,2026,Invoice,2026-06-18,2026-06-19,AED,1.0,13777.220,688.860,14466.080,S5,114296041498244,114296041498244,Horizon FMCG
E8,INV-UAE-500012,INV-UAE-500012,INV-UAE-500012,2026,Invoice,2026-07-07,2026-07-11,AED,1.0,6380.960,319.050,6700.010,S5,191693744931491,191693744931491,Delta Foods
E1,INV-UAE-500014,INV-UAE-500014,INV-UAE-500014,2026,Invoice,2026-07-05,2026-07-05,AED,1.0,12537.880,626.890,13164.770,S5,191282051128268,191282051128268,Pearl Retail Group
E3,INV-UAE-500016,INV-UAE-500016,INV-UAE-500016,2026,Invoice,2026-06-19,2026-06-20,AED,1.0,17180.150,859.010,18039.160,S5,109594491624449,109594491624449,Cedar Supplies Co.
E3,INV-UAE-500019,INV-UAE-500019,INV-UAE-500019,2026,Invoice,2026-07-04,2026-07-07,AED,1.0,12074.340,603.720,12678.060,S5,172899788299316,172899788299316,Falcon Trading Est.
E3,INV-UAE-500021,INV-UAE-500021,INV-UAE-500021,2026,Invoice,2026-06-29,2026-07-03,AED,1.0,27099.820,1354.990,28454.810,S5,181530319984091,181530319984091,Cedar Supplies Co.
E1,INV-UAE-500022,INV-UAE-500022,INV-UAE-500022,2026,Invoice,2026-07-03,2026-07-04,AED,1.0,7498.350,374.920,7873.270,S5,156876100130037,156876100130037,Summit Traders
E3,INV-UAE-500025,INV-UAE-500025,INV-UAE-500025,2026,Invoice,2026-06-24,2026-06-26,AED,1.0,39035.040,1951.750,40986.790,S5,108481127579894,108481127579894,Falcon Trading Est.
